0,1,2,3,4,5,6,7,8,9,10,11,12,target
0.48463629803520053,-0.7692552814807765,-0.8080014256577361,-0.3305485449121484,3.280961121737491,0.9308661555576762,-0.0054720985359835534,0.5070839057211263,0.0,0.0,1.0,0.0,0.0,0
0.2770922050376865,-0.6770486780434158,-0.8080014256577361,-0.3305485449121484,-0.3047887380849036,-0.9303078033699979,-0.0054720985359835534,-1.6969753505990908,0.0,1.0,0.0,0.0,0.0,0
-0.30091809396039,-0.7504819941266769,-1.675479303301417,-0.3305485449121484,-0.3047887380849036,-1.6747773869410674,-0.0054720985359835534,-1.229447629561469,0.0,0.0,0.0,1.0,0.0,0
0.9080262477501291,1.267417453910311,1.6498525609993597,-0.3305485449121484,-0.3047887380849036,1.6288063901555538,-0.7003417538989873,-0.6283405596559553,1.0,0.0,0.0,0.0,0.0,0
0.3614934695233422,-0.8884771033057438,-1.675479303301417,-0.3305485449121484,-0.3047887380849036,1.3496302963164029,-0.7003417538989873,-1.029078606259631,0.0,0.0,1.0,0.0,0.0,0
-0.7108176776304801,-0.260659453954776,-1.0971607182056298,-0.3305485449121484,-0.3047887380849036,0.9308661555576762,-1.3952114092619912,-0.22760251305227938,1.0,0.0,0.0,0.0,0.0,0
1.715718676332121,-0.13256610914235323,-0.5188421331098425,-0.3305485449121484,-0.3047887380849036,0.1398672230134147,-0.0054720985359835534,-0.8954992573917391,0.0,0.0,0.0,0.0,1.0,0
-0.856790356372065,0.677547028692782,1.505272914725413,-0.3305485449121484,-0.3047887380849036,-1.2560132461823408,-0.7003417538989873,0.7074529290229642,0.0,0.0,0.0,0.0,1.0,0
0.7561731530402813,-0.5113515228906169,-0.6634217793837893,-0.3305485449121484,-0.3047887380849036,1.7218650881019375,-0.0054720985359835534,0.10634585911745047,0.0,1.0,0.0,0.0,0.0,0
0.1615593266024037,0.9161051436070708,0.6377950370817321,-0.3305485449121484,-0.3047887380849036,0.6516900617185251,-0.0054720985359835534,-0.29439218748622537,1.0,0.0,0.0,0.0,0.0,0
-0.06673917569486168,-0.7115045286140497,0.34863574453383844,-0.3305485449121484,-0.3047887380849036,-0.09277952185254454,0.6893975568270202,1.0414013011926941,1.0,0.0,0.0,0.0,0.0,0
